Transaction ID,CPU Time,I/O on Disk,% Read Operations
24355,2.1555,3,14
24356,1.7997,3,8
24357,2.203,3,15
24358,2.2211,3,0
24359,2.0773,3,15
24360,1.8,3,84
24361,2.0904,3,81
24362,2.1847,3,88
24363,2.4627,3,4
24364,2.1539,3,84
24365,1.6695,3,19
24366,1.8113,3,7
24367,2.0243,3,92
24368,1.7134,3,10
24369,2.3038,3,3
24370,1.8496,3,9
24371,2.2125,3,7
24372,2.1382,3,8
24373,2.2981,3,11
24374,2.3451,3,93
24375,2.1735,3,7
24376,2.2535,2,93
24377,2.4039,3,95
24378,2.1365,2,93
24379,2.2239,3,89
24380,2.0682,3,85
24381,2.2025,3,93
24382,2.1929,3,91
24383,1.8378,3,90
24384,2.4702,3,86
24385,2.1658,3,13
24386,2.1982,3,9
24387,1.9835,3,14
24388,1.8916,3,89
24389,1.8434,3,97
24390,1.8329,3,91
24391,1.9926,3,81
24392,2.1335,3,89
24393,1.8348,3,19
24394,1.7302,3,73
24395,1.8081,3,9
24396,2.1522,3,21
24397,2.1326,2,8
24398,2.1503,3,17
24399,2.2406,3,93
24400,1.9974,3,89
24401,1.9017,3,7
24402,2.0139,3,94
24403,1.9897,3,7
24404,2.196,3,99
24405,2.1959,3,92
24406,1.9799,3,82
24407,1.814,3,94
24408,1.8866,3,11
24409,2.0282,3,17
24410,1.9908,3,95
24411,2.0729,3,93
24412,2.0668,3,93
24413,2.01,3,98
24414,2.2219,2,15
24415,1.818,3,89
24416,2.3651,3,91
24417,1.8729,3,9
24418,1.9692,3,6
24419,2.1172,3,82
24420,2.3122,3,5
24421,2.0098,3,14
24422,2.1042,3,97
24423,1.9088,3,10
24424,1.9957,3,94
24425,2.1995,3,15
24426,1.7836,3,1
24427,2.4465,3,88
24428,1.7458,2,20
24429,1.9593,3,91
24430,2.1891,3,85
24431,1.8486,3,94
24432,2.0391,3,88
24433,2.0736,3,93
24434,2.0621,3,82
24435,1.9597,3,8
24436,2.1767,3,6
24437,1.934,3,14
24438,2.3999,3,84
24439,2.0326,3,12
24440,1.92,3,11
24441,1.9139,3,94
24442,2.1002,3,88
24443,1.9794,3,93
24444,2.1594,3,6
24445,2.2865,3,78
24446,1.7612,3,1
24447,2.0413,3,1
24448,2.1014,3,100
24449,2.1766,3,6
24450,1.938,3,94
24451,1.9916,3,14
24452,2.1071,3,8
24453,2.0545,3,9
24454,2.2096,3,90
24455,2.0344,3,97
24456,1.6614,3,86
24457,2.0498,3,91
24458,1.9406,3,13
24459,2.3353,3,0
24460,2.2778,3,9
24461,2.2524,3,11
24462,1.9697,3,88
24463,2.3924,3,92
24464,2.0694,3,6
24465,1.9382,3,2
24466,1.8615,3,8
24467,1.8479,3,87
24468,1.8938,3,88
24469,2.2782,3,12
24470,1.8677,3,20
24471,2.0885,3,97
24472,2.1635,3,93
24473,1.9536,3,12
24474,1.9242,3,91
24475,2.1437,3,96
24476,2.2268,3,18
24477,2.1566,3,10
24478,2.1403,3,7
24479,2.2317,3,93
24480,2.1613,3,9
24481,1.8603,3,19
24482,2.1999,3,98
24483,2.1334,3,12
24484,1.9044,3,5
24485,2.2367,3,97
24486,2.0289,3,84
24487,2.2784,3,79
24488,1.8147,3,9
24489,1.8679,3,89
24490,1.9361,3,7
24491,1.8305,3,3
24492,1.8924,3,95
24493,2.1537,3,89
24494,1.9065,3,95
24495,1.9636,3,94
24496,1.9424,3,16
24497,2.0558,3,88
24498,2.3722,3,93
24499,1.7646,3,87
24500,2.228,3,93
24501,2.2193,3,5
24502,2.2188,3,4
24503,1.9359,3,16
24504,1.8082,3,2
24505,2.4584,3,90
24506,1.9093,3,8
24507,2.2882,3,86
24508,2.1564,3,88
24509,2.2457,3,88
24510,2.3358,3,8
24511,1.9604,3,87
24512,1.8776,3,90
24513,2.1972,3,93
24514,2.1265,3,7
24515,1.7655,3,83
24516,2.4497,3,92
24517,2.0826,3,81
24518,1.9464,3,9
24519,2.3658,3,15
24520,2.0371,3,20
24521,2.1251,3,3
24522,2.2196,3,93
24523,1.9806,3,19
24524,2.1292,3,84
24525,1.9696,3,92
24526,1.8955,3,13
24527,1.8246,3,17
24528,2.2903,3,0
24529,1.9362,3,7
24530,2.055,3,89
24531,2.1978,3,11
24532,2.2917,3,89
24533,2.4457,3,90
24534,2.4594,3,10
24535,2.0872,3,86
24536,2.3597,3,88
24537,1.8399,3,89
24538,1.9776,3,5
24539,2.2911,3,91
24540,1.9949,3,15
24541,1.8298,3,91
24542,2.3349,3,6
24543,2.0844,3,8
24544,2.1648,3,83
24545,1.9584,3,89
24546,2.2411,3,87
24547,2.4553,3,8
24548,1.8177,3,16
24549,2.3979,3,90
24550,2.2738,3,0
24551,1.7472,3,90
24552,1.7604,3,90
24553,2.2145,3,88
24554,2.2441,3,76
24555,2.1953,3,13
24556,1.8874,3,6
24557,2.1854,3,94
24558,1.554,3,85
24559,1.8614,3,93
24560,2.142,3,97
24561,2.2335,3,10
24562,2.3792,3,15
24563,2.5247,3,15
24564,2.1315,3,11
24565,1.8237,3,80
24566,1.914,3,13
24567,2.2669,3,85
24568,2.2389,3,92
24569,1.8483,3,88
24570,1.8666,3,88
24571,1.8872,2,91
24572,2.0697,3,87
24573,2.37,3,93
24574,1.9856,3,94
24575,2.1662,3,84
24576,2.1867,3,16
24577,1.9274,3,4
24578,2.3953,3,95
24579,2.1204,3,5
24580,1.9128,3,9
24581,2.1585,3,89
24582,1.9352,2,4
24583,2.2945,3,4
24584,2.1368,3,4
24585,1.9559,3,97
24586,2.2758,3,9
24587,2.2333,3,91
24588,2.0374,3,90
24589,2.1547,3,10
24590,2.0102,3,87
24591,2.3134,3,87
24592,1.486,3,75
24593,1.8773,3,11
24594,2.0135,3,91
24595,2.3688,3,11
24596,1.944,3,85
24597,2.0027,3,95
24598,2.3616,3,12
24599,2.3055,3,9
24600,2.0578,3,89
24601,2.1687,3,12
24602,1.9614,3,12
24603,1.6499,3,92
24604,1.8375,3,22
24605,2.0489,3,82
24606,1.942,3,14
24607,1.6736,3,83
24608,2.3291,3,85
24609,2.3795,3,85
24610,1.9728,3,87
24611,2.111,3,77
24612,2.2729,3,93
24613,1.9511,3,93
24614,1.9721,3,94
24615,1.8501,3,97
24616,2.1887,3,85
24617,2.0104,3,90
24618,2.1074,3,11
24619,2.0581,3,93
24620,1.9521,3,94
24621,2.3743,3,85
24622,2.1496,3,5
24623,1.9238,3,13
24624,2.1412,3,6
24625,2.0027,3,85
24626,1.8903,3,90
24627,2.0251,3,11
24628,2.3322,3,0
24629,2.0099,3,87
24630,2.0684,3,87
24631,2.3603,3,11
24632,1.8358,3,93
24633,1.6814,3,5
24634,1.8831,3,3
24635,2.1508,3,11
24636,1.7362,3,93
24637,2.0054,3,14
24638,2.0317,3,87
24639,1.8693,3,7
24640,2.24,3,95
24641,1.7858,3,7
24642,2.0347,3,94
24643,2.1866,3,13
24644,2.5349,3,90
24645,1.8164,3,14
24646,2.3272,3,16
24647,2.1108,3,93
24648,2.098,3,15
24649,2.0511,3,91
24650,2.1216,3,7
24651,1.8631,3,93
24652,2.7356,3,90
24653,2.1716,3,99
24654,1.9862,3,86
24655,1.8374,3,87
24656,2.2913,3,3
24657,1.858,3,88
24658,1.9568,3,15
24659,1.9672,3,82
24660,1.7858,3,96
24661,2.1973,3,91
24662,1.7658,3,13
24663,2.218,3,94
24664,1.9471,3,89
24665,2.2623,3,10
24666,1.9558,3,11
24667,2.0876,3,11
24668,2.0884,3,96
24669,2.2313,2,11
24670,2.037,3,8
24671,1.856,3,92
24672,1.8912,3,9
24673,2.1738,3,85
24674,2.051,3,90
24675,2.067,3,83
24676,2.141,3,94
24677,2.0261,3,93
24678,1.8052,3,18
24679,1.8427,3,0
24680,2.027,3,14
24681,1.8566,3,83
24682,1.8279,3,14
24683,2.1134,3,86
24684,1.981,3,88
24685,2.1653,3,12
24686,1.9614,3,13
24687,2.1063,3,87
24688,2.0645,3,2
24689,1.9834,3,11
24690,2.0491,3,84
24691,2.4171,3,89
24692,2.0162,3,13
24693,2.2044,3,89
24694,2.5236,3,15
24695,1.94,3,85
24696,1.8795,2,89
24697,2.1897,3,87
24698,1.9779,3,16
24699,2.2663,3,9
24700,1.851,3,86
24701,2.1094,3,89
24702,2.1094,3,13
24703,1.9661,2,87
24704,2.2854,3,15
24705,2.0827,3,15
24706,2.0333,3,95
24707,1.8404,3,12
24708,2.0235,2,23
24709,2.2878,3,92
24710,1.9857,3,4
24711,2.0329,3,86
24712,2.0411,3,95
24713,2.2771,3,96
24714,1.8691,3,87
24715,2.1753,3,8
24716,2.061,3,9
24717,2.3576,3,92
24718,2.4226,3,86
24719,2.3595,3,92
24720,1.7399,3,14
24721,1.9261,3,12
24722,2.3142,3,12
24723,2.0863,3,86
24724,2.2032,3,100
24725,1.9307,3,94
24726,1.8693,3,7
24727,2.0654,3,14
24728,2.1469,3,11
24729,2.389,3,95
24730,2.0152,3,6
24731,2.12,2,97
24732,1.7824,3,14
24733,1.9043,3,14
24734,2.1616,3,5
24735,1.972,3,22
24736,1.8885,3,6
24737,1.952,3,89
24738,1.9292,3,90
24739,1.8801,3,92
24740,1.9891,3,87
24741,2.0719,3,89
24742,2.2295,3,96
24743,2.279,2,85
24744,1.9585,3,81
24745,2.3082,3,93
24746,1.962,3,83
24747,1.6657,3,16
24748,2.0668,3,15
24749,2.2583,3,11
24750,2.1689,3,19
24751,1.8388,2,16
24752,1.8143,3,14
24753,2.2065,3,10
24754,2.126,3,16
24755,2.1845,3,8
24756,1.8795,3,86
24757,2.1281,3,89
24758,1.8915,3,9
24759,2.1471,3,86
24760,2.2119,3,2
24761,1.951,3,93
24762,2.1323,3,14
24763,1.8445,3,9
24764,2.196,3,8
24765,2.1824,3,12
24766,2.2284,3,17
24767,1.9688,3,99
24768,1.6632,3,84
24769,2.1962,3,9
24770,1.928,3,100
24771,2.0066,3,89
24772,2.5178,3,86
24773,2.4154,3,83
24774,2.1282,3,94
24775,2.678,3,12
24776,1.945,3,88
24777,1.7392,3,2
24778,2.0161,3,17
24779,1.7551,3,98
24780,2.4138,3,9
24781,2.02,3,14
24782,1.8656,3,7
24783,1.9791,3,90
24784,2.2076,3,90
24785,2.0,3,96
24786,2.4151,3,7
24787,1.9557,3,2
24788,2.0482,3,10
24789,2.166,3,3
24790,2.0513,3,81
24791,2.221,3,99
24792,2.0836,3,84
24793,2.2562,3,90
24794,1.9401,3,14
24795,2.1539,3,7
24796,2.1366,3,15
24797,2.4628,3,12
24798,2.0681,3,91
24799,2.1617,3,87
24800,2.0005,3,92
24801,2.0802,3,92
24802,2.2354,3,10
24803,1.6501,3,20
24804,1.9069,3,6
24805,2.2412,3,13
24806,2.2048,3,15
24807,1.7359,3,90
24808,2.1504,2,88
24809,2.1128,3,11
24810,2.0687,3,87
24811,2.0088,3,12
24812,2.0455,3,9
24813,2.0952,3,10
24814,2.2186,3,14
24815,2.0246,3,83
24816,2.175,3,95
24817,2.1546,3,10
24818,1.7531,3,0
24819,2.1442,3,3
24820,2.328,3,97
24821,2.068,3,87
24822,2.0499,3,84
24823,2.1338,2,88
24824,1.9114,3,5
24825,1.9566,3,11
24826,2.1043,3,13
24827,2.3056,3,83
24828,1.9603,3,3
24829,2.2635,3,85
24830,1.8766,3,92
24831,1.5002,3,92
24832,1.5269,3,14
24833,2.1834,3,91
24834,2.236,3,6
24835,2.3943,3,94
24836,2.0803,3,6
24837,2.4469,3,92
24838,2.3762,3,11
24839,1.8449,3,85
24840,1.9781,3,15
24841,2.0854,3,88
24842,1.979,3,95
24843,1.9652,3,4
24844,2.1137,2,98
24845,2.1878,3,10
24846,2.3636,3,92
24847,1.8435,3,88
24848,2.1765,3,93
24849,1.7976,2,84
24850,2.4161,3,86
24851,2.1105,3,14
24852,1.7144,3,84
24853,2.1662,3,82
24854,1.9691,3,7
24855,2.0516,3,8
24856,2.0483,3,89
24857,2.1436,3,12
24858,2.0556,3,3
24859,2.1711,3,4
24860,2.1281,3,9
24861,1.939,3,85
24862,2.075,3,93
24863,1.9966,3,92
24864,2.3462,3,89
24865,2.2444,3,93
24866,1.9002,3,8
24867,1.866,3,94
24868,2.0893,3,6
24869,1.9927,3,15
24870,2.2093,3,11
24871,2.0662,3,99
24872,1.8692,3,94
24873,2.2864,3,94
24874,1.8128,3,0
24875,2.0231,3,9
24876,2.2078,3,12
24877,2.1227,3,13
24878,2.2325,3,15
24879,2.0105,3,100
24880,1.9927,3,92
24881,2.306,3,87
24882,2.1033,3,2
24883,1.9908,3,20
24884,1.9433,3,0
24885,2.3053,3,14
24886,2.1429,3,91
24887,2.2054,3,84
24888,2.0239,3,89
24889,2.1404,3,9
24890,1.8145,3,89
24891,2.091,3,19
24892,1.84,3,81
24893,2.2272,3,6
24894,2.157,3,7
24895,2.2309,3,12
24896,1.7978,3,5
24897,2.5195,3,12
24898,2.0278,2,3
24899,1.9563,2,80
24900,2.2597,3,10
24901,2.1015,3,7
24902,1.9138,3,84
24903,1.8895,3,9
24904,2.1285,3,6
24905,2.418,3,79
24906,2.0592,3,87
24907,2.078,2,89
24908,2.213,3,4
24909,2.4875,3,0
24910,2.2026,3,2
24911,2.2599,3,82
24912,2.126,2,94
24913,2.1632,3,88
24914,2.0624,3,96
24915,2.2972,3,16
24916,1.9263,3,7
24917,1.9639,3,11
24918,2.2257,2,5
24919,1.7283,3,91
24920,2.142,3,0
24921,2.0569,3,95
24922,1.9599,3,79
24923,1.9317,3,98
24924,2.029,3,3
24925,2.2163,3,20
24926,2.3725,3,17
24927,1.7305,3,87
24928,2.2693,3,87
24929,2.143,3,89
24930,2.0212,3,90
24931,2.2831,3,91
24932,1.9339,3,85
24933,2.1589,3,87
24934,1.822,3,9
24935,1.758,3,15
24936,1.9521,3,11
24937,2.3007,3,13
24938,2.0304,3,92
24939,1.7505,3,99
24940,1.8647,3,90
24941,2.1885,3,6
24942,2.0422,3,94
24943,2.2688,3,15
24944,2.3789,3,96
24945,2.3386,3,20
24946,2.1859,3,99
24947,2.3183,3,88
24948,2.1638,3,90
24949,1.8429,3,89
24950,1.8849,3,9
24951,2.07,3,16
24952,1.8464,3,85
24953,1.7514,3,92
24954,1.8134,2,9
24955,1.9401,3,16
24956,2.0265,3,7
24957,1.9595,3,92
24958,1.9685,3,92
24959,2.3816,3,91
24960,1.8227,3,91
24961,1.7743,3,88
24962,1.5561,3,13
24963,2.0748,3,9
24964,2.2521,3,93
24965,1.9529,3,5
24966,2.0548,3,90
24967,1.9913,2,13
24968,2.0758,3,94
24969,1.9151,3,10
24970,2.3061,3,91
24971,2.0787,3,95
24972,2.1313,3,9
24973,1.9466,3,7
24974,1.9868,3,9
24975,2.3838,3,98
24976,2.0211,3,89
24977,2.2387,3,94
24978,1.7084,3,9
24979,2.2255,3,10
24980,1.8569,3,88
24981,2.2009,3,3
24982,2.1618,3,19
24983,2.0916,3,15
24984,1.5784,3,95
24985,1.8009,3,95
24986,2.0784,3,5
24987,2.2196,3,92
24988,1.6995,3,87
24989,2.2518,3,92
24990,2.3182,3,92
24991,2.4184,3,12
24992,2.1228,3,84
24993,1.8981,3,88
24994,2.2967,3,12
24995,1.7374,3,83
24996,1.9644,3,90
24997,2.1259,3,91
24998,1.7444,3,90
24999,2.0972,3,12
25000,2.1907,3,8
25001,2.0372,3,11
25002,1.3586,3,95
25003,1.9593,2,4
25004,1.7418,3,12
25005,1.917,2,93
25006,1.8307,2,13
25007,1.8076,3,91
25008,2.2105,2,19
25009,2.2057,3,7
25010,1.9562,3,90
25011,1.8258,2,93
25012,1.9867,3,11
25013,1.8836,3,1
25014,1.9089,3,99
25015,1.901,3,90
25016,1.9791,3,91
25017,1.8353,3,4
25018,1.7477,3,14
25019,1.6403,3,89
25020,1.7863,2,13
25021,1.6511,3,97
25022,1.6034,3,91
25023,1.822,3,84
25024,1.8106,3,94
25025,1.9856,3,89
25026,1.9515,3,1
25027,1.5269,3,9
25028,2.0014,3,86
25029,1.6957,3,93
25030,1.746,3,13
25031,1.8355,3,9
25032,1.969,3,84
25033,1.7692,3,86
25034,2.0632,3,100
25035,1.7123,3,8
25036,1.7589,3,12
25037,1.7303,3,87
25038,1.8951,3,10
25039,1.716,3,82
25040,1.7754,3,13
25041,1.7541,3,92
25042,1.8011,3,95
25043,1.7072,2,15
25044,1.6468,3,87
25045,2.0089,3,18
25046,1.8416,3,82
25047,1.7661,3,89
25048,1.8029,3,13
25049,1.8625,2,20
25050,1.5206,2,91
25051,1.7171,3,91
25052,2.1808,3,8
25053,1.8366,3,15
25054,1.4596,3,87
25055,1.619,3,89
25056,2.1416,3,83
25057,1.7352,3,12
25058,1.6856,3,7
25059,1.8532,3,96
25060,2.0288,3,7
25061,1.9095,3,3
25062,1.7783,3,7
25063,2.0322,3,12
25064,2.1239,3,88
25065,2.0138,2,95
25066,1.7964,3,8
25067,1.6929,3,87
25068,2.0726,3,8
25069,1.7337,3,85
25070,1.8837,3,11
25071,2.0888,3,91
25072,1.767,3,90
25073,2.0051,3,87
25074,1.9058,3,8
25075,1.813,3,7
25076,1.8075,3,92
25077,1.3145,3,10
25078,1.9653,3,88
25079,1.4695,2,11
25080,1.8968,3,78
25081,1.7141,3,11
25082,2.1246,3,12
25083,1.5021,3,92
25084,1.7547,3,12
25085,1.8815,2,91
25086,1.5748,3,11
25087,1.9417,3,100
25088,1.68,3,15
25089,1.8935,3,93
25090,1.6086,3,2
25091,2.1437,3,86
25092,1.9111,3,5
25093,1.5487,3,16
25094,1.5479,3,10
25095,1.5797,3,13
25096,2.1597,3,13
25097,1.8365,3,84
25098,1.9086,3,94
25099,1.8588,3,22
25100,1.8086,3,6
25101,2.0019,2,89
25102,1.8163,3,97
25103,1.9591,3,6
25104,1.8046,3,92
25105,1.8788,3,92
25106,1.7666,3,14
25107,1.945,3,87
25108,2.0921,3,12
25109,1.9614,3,4
25110,1.8972,3,3
25111,1.8421,3,11
25112,1.858,3,77
25113,1.891,3,18
25114,1.8092,3,79
25115,1.4286,3,12
25116,1.749,3,14
25117,1.9464,3,93
25118,1.7891,3,95
25119,2.1532,4,5
25120,1.6868,2,93
25121,1.8748,3,12
25122,2.067,3,88
25123,1.9103,3,10
25124,1.997,3,20
25125,1.886,3,96
25126,1.9133,3,16
25127,2.3133,3,89
25128,1.5004,3,100
25129,1.7524,3,76
25130,1.9358,3,3
25131,2.1661,3,92
25132,2.053,3,96
25133,2.1642,3,16
25134,1.8256,3,15
25135,1.9279,3,0
25136,1.8979,3,84
25137,1.751,3,8
25138,1.5983,3,10
25139,1.779,3,89
25140,1.793,3,4
25141,1.9773,3,11
25142,1.8915,3,10
25143,1.7327,3,84
25144,1.7628,3,83
25145,1.7253,2,97
25146,1.6498,3,98
25147,1.8317,3,22
25148,1.7007,3,9
25149,1.9551,3,89
25150,1.9026,3,10
25151,2.0157,3,19
25152,1.6045,3,96
25153,1.7025,3,16
25154,1.5317,2,16
25155,1.7397,3,92
25156,2.0503,3,15
25157,2.0728,3,84
25158,1.9396,3,9
25159,1.5447,3,85
25160,1.6204,3,93
25161,1.9411,3,7
25162,1.5135,3,95
25163,1.9268,3,92
25164,1.5509,3,85
25165,1.8303,3,13
25166,1.6024,3,91
25167,1.8544,2,13
25168,1.828,3,11
25169,1.9008,3,17
25170,2.0207,3,92
25171,2.1116,3,86
25172,1.5062,3,90
25173,1.7815,3,88
25174,2.0933,3,90
25175,1.8227,3,85
25176,1.7094,3,12
25177,1.7513,3,0
25178,1.6884,3,4
25179,1.6043,3,8
25180,1.6069,3,94
25181,1.8514,3,96
25182,1.5701,3,84
25183,1.7803,3,89
25184,1.6886,3,17
25185,1.6609,3,98
25186,1.6048,3,9
25187,1.9182,3,80
25188,1.6327,2,82
25189,1.691,3,90
25190,1.7395,3,18
25191,1.8561,3,92
25192,2.0255,3,88
25193,1.8721,3,6
25194,1.6876,3,7
25195,1.6189,3,98
25196,1.7812,3,85
25197,1.4718,3,91
25198,1.9382,3,15
25199,1.8783,3,10
25200,1.7805,3,85
25201,1.9642,3,92
25202,1.7092,3,83
25203,1.7038,3,0
25204,2.1084,3,88
25205,1.8117,3,84
25206,2.1521,3,93
25207,1.2488,3,92
25208,2.0455,3,88
25209,1.9528,3,79
25210,2.0559,3,90
25211,1.7626,3,93
25212,1.8478,3,86
25213,2.0049,3,14
25214,2.1746,3,10
25215,1.5635,3,93
25216,1.8581,3,9
25217,1.9256,3,18
25218,1.6923,3,92
25219,1.5625,3,87
25220,1.9674,3,7
25221,2.0452,3,85
25222,1.7243,3,94
25223,1.5889,3,10
25224,1.7513,3,9
25225,2.0858,3,89
25226,1.8566,3,84
25227,1.8242,3,5
25228,2.0828,3,5
25229,2.0134,3,97
25230,1.5924,3,88
25231,1.732,3,6
25232,1.7513,2,89
25233,1.9187,3,16
25234,1.5326,3,0
25235,1.9688,3,92
25236,1.8376,3,91
25237,1.9619,3,16
25238,1.6588,3,91
25239,1.741,3,5
25240,2.1832,3,3
25241,1.6027,3,8
25242,1.6463,3,13
25243,1.7376,3,81
25244,1.8761,3,5
25245,1.9414,3,89
25246,1.639,3,86
25247,1.8168,2,87
25248,2.1352,3,92
25249,2.0422,3,96
25250,1.6935,3,93
25251,1.5232,3,17
25252,2.0336,3,96
25253,1.7644,3,11
25254,1.4899,3,82
25255,2.1255,3,96
25256,1.7711,3,94
25257,2.191,3,11
25258,1.6842,3,95
25259,1.8032,3,86
25260,2.1571,3,4
25261,1.9977,3,14
25262,1.7601,3,6
25263,1.7377,3,12
25264,1.8052,3,91
25265,1.3281,3,6
25266,1.8445,3,78
25267,2.067,3,3
25268,1.9746,3,93
25269,1.6619,2,0
25270,1.8874,3,9
25271,1.7856,3,98
25272,2.0186,3,93
25273,2.2471,3,15
25274,1.8067,3,83
25275,1.5977,3,90
25276,1.9795,3,95
25277,2.1365,3,94
25278,1.8395,3,87
25279,1.9311,3,17
25280,2.0095,3,8
25281,1.8927,3,13
25282,2.0018,3,93
25283,1.7938,3,0
25284,1.5833,3,9
25285,1.4163,3,6
25286,1.6412,3,96
25287,1.751,3,1
25288,1.644,3,88
25289,2.3283,3,5
25290,1.9053,3,94
25291,1.5923,3,98
25292,1.7407,3,15
25293,2.0493,2,85
25294,1.8112,3,92
25295,1.6223,3,15
25296,1.9883,3,0
25297,1.6183,3,94
25298,1.801,2,89
25299,2.301,3,82
25300,1.6414,3,11
25301,2.189,3,12
25302,1.5763,3,89
25303,1.7556,3,90
25304,2.5881,3,10
25305,1.625,3,78
25306,2.1922,3,11
25307,1.7329,2,92
25308,2.1927,3,6
25309,2.361,3,14
25310,1.6619,2,13
25311,1.6472,3,11
25312,1.8098,2,89
25313,1.7238,3,10
25314,2.3062,3,88
25315,1.9315,3,11
25316,1.8356,3,1
25317,1.7159,3,4
25318,1.5282,3,90
25319,1.8768,3,14
25320,1.769,3,91
25321,1.4737,2,88
25322,1.7096,3,5
25323,1.5978,2,91
25324,1.7802,3,98
25325,1.6695,3,14
25326,1.5535,3,90
25327,1.5385,3,95
25328,1.9282,3,87
25329,1.8812,2,92
25330,1.9084,3,0
25331,1.5321,3,92
25332,2.1148,3,87
25333,2.08,2,91
25334,1.9383,3,85
25335,1.442,2,90
25336,1.8905,3,12
25337,1.9787,3,5
25338,1.7792,3,87
25339,1.9949,3,2
25340,2.1883,3,89
25341,1.831,3,84
25342,1.7889,3,2
25343,1.9286,3,90
25344,1.8792,3,10
25345,2.0799,2,82
25346,1.4609,3,17
25347,1.5349,3,84
25348,1.879,2,96
25349,2.0205,2,90
25350,1.7059,3,12
25351,2.0517,3,17
25352,1.8802,3,13
25353,2.0813,3,16
25354,1.5887,3,94
25355,1.7363,3,85
25356,1.9109,3,89
25357,1.6085,2,14
25358,2.1111,3,11
25359,1.8154,3,5
25360,2.0663,3,14
25361,1.8444,3,10
25362,1.8335,3,4
25363,1.435,3,10
25364,2.068,3,89
25365,1.9345,3,97
25366,1.7305,3,86
25367,1.643,3,8
25368,1.9273,3,13
25369,2.1563,3,91
25370,1.8761,3,78
25371,1.9124,3,6
25372,2.0365,3,3
25373,1.8248,3,11
25374,1.9381,3,81
25375,1.9138,3,8
25376,1.6302,3,10
25377,1.8492,3,96
25378,1.8435,3,95
25379,1.9093,3,84
25380,1.8527,3,3
25381,1.9516,3,96
25382,1.5807,3,91
25383,2.1586,3,90
25384,1.7085,3,5
25385,1.9954,3,87
25386,2.1854,3,89
25387,1.6793,3,91
25388,1.9673,3,6
25389,1.6151,3,83
25390,2.0252,2,86
25391,1.6734,3,82
25392,1.9655,3,99
25393,1.7108,3,97
25394,1.9741,3,93
25395,1.7969,3,8
25396,1.7926,3,11
25397,1.7203,3,93
25398,1.4846,2,9
25399,2.2411,3,6
25400,1.8758,3,11
25401,1.7407,3,77
25402,1.8795,3,96
25403,1.7919,3,14
25404,2.0759,3,96
25405,1.8178,3,91
25406,1.8485,3,93
25407,1.7396,3,86
25408,1.5802,3,89
25409,1.9321,3,97
25410,1.7804,3,86
25411,2.0935,3,82
25412,1.7826,3,100
25413,1.433,3,4
25414,1.6595,3,96
25415,1.8962,3,84
25416,1.5576,3,86
25417,1.6223,3,100
25418,1.7479,3,20
25419,1.3835,3,4
25420,1.5777,3,3
25421,1.6989,3,88
25422,1.6141,3,94
25423,2.0264,3,6
25424,1.678,3,19
25425,1.834,3,92
25426,1.8332,3,6
25427,2.0547,3,0
25428,1.8075,3,5
25429,1.8091,3,13
25430,1.6231,3,87
25431,1.7415,3,96
25432,2.0977,3,2
25433,1.8069,3,9
25434,1.833,3,97
25435,1.6605,3,92
25436,2.0509,3,6
25437,1.5131,3,93
25438,1.735,3,15
25439,1.8667,3,83
25440,1.6289,3,92
25441,2.0636,3,2
25442,1.7697,3,14
25443,1.493,3,95
25444,1.7388,3,91
25445,1.6613,3,83
25446,1.9757,3,94
25447,1.9145,3,94
25448,1.7666,3,89
25449,2.291,3,11
25450,1.4595,3,8
25451,2.1344,3,13
25452,2.0174,3,14
25453,2.1443,3,15
25454,2.3528,3,98
25455,1.8739,3,9
25456,1.8622,3,91
25457,1.8931,3,92
25458,1.8189,3,92
25459,1.4109,3,91
25460,1.9661,2,85
25461,1.8677,3,15
25462,2.0295,3,93
25463,1.7745,3,13
25464,1.8809,3,15
25465,1.8794,3,11
25466,2.1181,3,8
25467,1.8092,3,86
25468,1.7855,3,85
25469,1.6553,3,83
25470,2.0777,3,98
25471,1.746,3,3
25472,1.851,3,91
25473,1.6061,3,14
25474,1.8511,3,88
25475,1.7004,3,86
25476,2.0754,3,89
25477,2.0112,3,87
25478,1.6499,3,96
25479,2.1177,3,90
25480,1.8607,3,89
25481,2.2872,3,11
25482,1.63,3,6
25483,1.938,3,83
25484,2.0911,3,88
25485,1.7502,3,9
25486,1.6385,3,86
25487,1.9141,2,96
25488,2.1107,3,96
25489,1.754,3,10
25490,1.6706,3,8
25491,1.5907,3,4
25492,1.5744,3,91
25493,1.8005,3,85
25494,1.4324,3,87
25495,1.8516,3,10
25496,1.7387,3,100
25497,1.6114,2,5
25498,1.6539,3,11
25499,2.0931,3,96
25500,1.6206,2,92
25501,1.8419,3,84
25502,1.8578,3,87
25503,1.9207,3,92
25504,1.7468,3,16
25505,1.5714,3,90
25506,1.9873,3,95
25507,1.8933,3,87
25508,1.8194,3,83
25509,1.8542,3,9
25510,1.7462,3,13
25511,1.7419,3,90
25512,1.3142,3,6
25513,1.9129,3,11
25514,2.0014,3,92
25515,1.7536,3,89
25516,2.0038,3,93
25517,2.0583,3,90
25518,2.1867,3,86
25519,1.5423,3,77
25520,1.6958,3,84
25521,1.4248,3,14
25522,1.9659,3,92
25523,1.6004,3,87
25524,1.6018,3,90
25525,1.7479,3,91
25526,1.8838,3,89
25527,1.6621,3,12
25528,1.8303,3,100
